cif,formula
2106955,C4 H24 N8 O12
2003755,C24 H24 N4 O6
4023232,C44 H48 N8 O12
2218458,C20 H20 N4 O8
4084507,C54 Cl4 H52 N4
7152898,C32 H60 N4 O12
4085896,C44 H72 N16 Pt4
1511801,C12 H32
1517084,C34 H44 O6
4023763,C48 H68 I4 O12
2105147,C12 H28 N4 O8
2213704,C40 Cl4 H36 O12
2232316,C32 H44 N12 O20
4332580,C24 H24 Mg12 O48
1501674,C10 F6 H22 N4
7114791,C28 H20 N4
4078675,C40 Cl4 H44 N8 Pt4
2209388,C36 H38 N2 O10
1505676,C40 H32 N8 O16
2220495,C56 H36 N4 O8
4032020,C40 H56 O16
2239669,C32 H28 O4
7052902,C8 H14 N14 O12
1543571,C40 H52 N4 O4
7111386,C28 H40 O8
2016795,C30 H34 N14 O14
1502059,C50 H62 N2 O12
4078231,C12 Cl8 H16 O10
1508691,C40 H54 N2 O8
1507820,C32 H12 I4 O16
7150854,C56 Cl4 H38 N2 O6
2005830,C26 H34 N2 O8
1503011,C50 H50 N2 O4 S2
7212089,C36 Cl4 H28 O16
2004040,C24 H36 N4 S8
7212431,Br4 C52 H44 S4
4083623,C36 H52 N8 O14 Si4
4023672,C34 H42 N2 O12
1502252,C28 H30 N2 O6
4070939,C48 Cl2 H56 P2 Ru2
4513807,C52 H42 N2
2103481,C9 H18 N4 O6
7110001,C40 H30 N2 S2
2217052,C40 H26 N4
4077056,C48 H72 N4 S4 Si4
4312499,C24 H24 O8 S4
4507313,C28 H24 O20
2100662,C12 Cl12 H20
4079678,C52 F6 H52 N2 O6 S2
7219103,C12 H28 N4 O8
2231398,C20 H24 N8 O4
2228072,C48 H42 O12 Zn1
1519849,C48 H56 O12
4081493,C44 Fe2 H64 N4
4319422,B2 C18 H14 N20
4111082,C12 H32 S2 Si4
4030980,C30 Cl6 F12 H18 I2 N2 O8 S4
4024479,C32 F6 H56 N6 O8
7150173,C34 H48 N4 O10
7216590,C52 H40 N4 O2
7151364,C46 H66 N6
4072695,C44 Cl4 H56 N16 Pd2
4030654,Br4 C48 H48 N12 O8
2221786,C48 H44 N12 O8
1517959,C22 Cl2 H18 N8 O4
4120744,C16 H26 N2 O7
1516752,C16 H24 O4
2008661,C24 Cl4 H52 N8
7225909,C22 H12 S4
1516337,Br2 C48 H44 N2
4025204,C68 H56 N8
4063903,B2 Bi2 C52 Cl4 F8 Fe2 H44 O4
4115180,C14 H6 Mn2 O6
2223148,C12 H8 N2 O4
4114024,C38 H52 N10 O5
7211145,C42 H32 N4 O14
7055016,C30 H34 N4 S6
2219617,C16 Cl4 H12 O4
4506271,C32 Ca4 H24 O20
4081977,C44 Cl8 H16 N8 O4
4075721,C16 Fe1 H14 Se2
4022047,C36 H44 I4 O12
4020178,C46 H36 N4
2010263,C16 H12 S4
4028344,Br2 C50 H64 N2 O8
4083386,B4 C44 F16 H40 Mn4 O16
2006892,C24 H52 O4
4070543,C16 H20 In2 N10
7155030,C42 F2 H74 N2 O8 P2
4023920,C48 F8 H40 N8
4063309,C48 Fe2 H58 N2 O2 S2
4504995,C48 H36 N8 O16
1506736,C20 H24 O8
2220524,C32 H48 N16 O16
7112730,C36 H40 N4 O10
2212224,C16 H14 N2 O12
2232293,C26 H38 N2
1519411,C36 Cl2 H38 O6
4022891,C60 Cl4 H50 N6 O6
1506919,C22 H28 O16
1506556,C60 Cl4 H44 O12
8101848,C20 H32 O4
2010905,C40 H28 N4 O12
1518655,C52 H40 N8 O8 S4
7110146,C48 H42 N6 S4
4020233,C12 Cl10 H22 O2 Zr2
4068534,C32 H40 N4 O2 S16
4020332,C42 F6 H46 N4 O12 S2
7220021,C48 Cl24 H24
2009756,C24 H16 N8 Se4
4020192,C38 H58 N2 O10
7153847,C48 H52 O8
2231315,C24 H40 N8 O4
7050551,C16 H32 N16 O8
4071141,C60 H66 N2 P4
4023038,C42 H60 O8
2213955,C44 H40 N16
2237844,C44 H60 N4 O4
1503787,Br2 C46 H50 N4 O6
4507555,C28 F4 H28
4023086,B4 C32 F8 H32 N4 O4
7154565,C14 H18 N2 S6
2237698,C28 H36 N12 O12
1504676,C40 F10 H10
2100668,C4 H16 N4
1517549,C52 H56 N8
4103939,C56 H44 N4 O4
7100087,C20 F12 H24 O12
2222727,C18 H18 N6 O4
4123586,C18 H36 N9 P3
7218870,C24 Cd2 H16 N18
1506141,C32 Cl4 H24 N12 O4
1543198,C52 H28 N12 O12
7017787,C14 H14 N4 O6
4110083,B10 C4 H12 O4
1504560,Br2 C18 H16 N6 O2
2212056,Br10 C14 H4
2300229,C32 H36 N4 O8
2003706,C20 H16 N8 O16
4029189,C40 H32 N8 O4
2212157,C32 H48 O16
2014550,C32 H16 N8 O16
4021180,C72 H44 N4
4022040,C56 Cl12 H28 N8 O4
4068459,C38 Cl8 H44 N4 Pt2
7221739,C42 H62 N6 O2
7103362,C8 Cl12 H12
8102084,C38 H50 N6 O14
7153693,Br2 C42 H28 N2 O2
1502244,C54 H52 O6
2210653,C36 F4 H42 N6
4070744,B4 Bi4 C48 Cl8 F4 H60 O8
8000160,C40 H41 N1 O5
2202393,C40 H44 O8
4104584,Br2 C20 H26 O4
7116131,C26 H36 N2 O2
2101149,C28 H24 N8
4023820,Br8 C32 H24 N8 S4
7053852,C24 H28 N12 O12
4504587,C8 Cl4 H20 N16
4080897,C48 F4 H40 Pt2
4501866,C32 H16 O18 Sn6
2003334,C56 H40 O16
4078658,C38 Cl2 H38 N4 Ru2 S4
1540573,C24 H24 N4
1520533,C30 H32 O4
7052364,C40 H34 N10 O10
1505261,C40 H32 N4
7219402,C38 H40 N4 Se2
2012982,C26 H22 N6 O6
4122619,C12 Cl8 H36 N4 O4 Pb2
2216551,C28 H48 N8 O20
4028546,C40 F16 H16 N32
2011789,Br4 C18 H20 O2
2211171,C22 H22 N2 O8
1504198,C44 H54 N2 O14
1511962,Br2 C40 H66 O6
2208976,C38 H42 N2 O12
7204488,C24 H28 O8
4025203,C22 H20 N4
1516194,C28 F4 H20 O8
4030995,C36 F4 H40 N4 O4
1512574,C60 H48 N8
7212517,C32 H48 O16
2221243,C22 H28 N2 O4
7213227,C12 F12 H12
7223233,C8 H6 Na2 O8
4080367,C32 Cl12 H40 N4 O4 Si4
4024007,C40 H48 N4 O10
2012001,C12 H28 N4 O8
4030955,C42 H44 N4 O8 Si2
4027789,C44 H42 I2 O4
4020778,C30 H38 N2 O8
7115793,C28 H28 S4
2219890,C24 H28 O8
1540739,Br2 C50 H56 N2
7035355,As4 Br4 C36 H32
2103487,C36 H24 O4 S4
1505981,C34 Cl2 H40 N2 O6
7153590,C38 H56 N4 O8
7106435,C32 H40 O8
7052605,Br16 C40 H52 N4
2019591,C24 H28 N12 O8
2229019,C10 H16 N8 O12
4078595,C54 H66 N4 P2 Si2
4022625,C48 H40 N4 O4
4020244,C48 Cl8 H44 O12
2222991,C18 H10 O4
4020349,Br2 C52 F10 H24
2217216,C22 H22 N2 O12
1503735,C44 H32
1520064,C8 H4 N20 O14
2006145,C14 H22 N6 O10
4028688,C62 H38 N2 O6
4024749,C48 H60 O12
2105847,C12 H28 N4 O8
2100133,C24 H34 N2 O12
7215712,C40 H32 N4 O4
4028073,C52 H58 N14 O8
2236284,C32 H44 O10
2014552,C52 H40 O20
1503930,C38 H44 N4 O6
7155280,C52 H36 N4 O20
1505425,C20 Cl4 H32 N4 O12
7119143,C56 H36 N12 O4
2225965,C42 H40 N12 O16
4062203,B2 C48 Cl2 H42 N14 O4 Ru2
4028813,C60 H52 N4 O8
2209509,C14 H30 N4 O10
4023111,C52 H68 N4 O12
4081484,C54 Fe2 H58 N4 O2 P2 S2
2011724,C40 H48 N8 O8
1505653,C44 H36 S2 Si2
2211700,C34 Cl4 H32 N4
4031311,C76 H56
4023800,C48 Cl4 H36 O8
2200758,C32 H28 N8 O8
2105455,C20 H44 N4 O28
4117654,C36 H52 S4 Si4
2001948,C20 H12 O16
4116153,C28 H48 O16
2009199,C56 H48 O4 S4
4112257,C16 H16 O8
4513593,C16 H36 N4
4109972,C8 F6 H10 O6
2214310,C32 H28 N4 O24
4068411,C44 Fe2 H76 N2 P6
4076877,C38 H22 N2 O18 Os6 S2
2005472,C12 Cl4 H16 N8
2214141,C20 H20 O8
2235883,C28 H36 O12
2231743,C40 H28 N4 O2
7005529,C52 H40
4066500,C36 H56 N16 S8 Si4
4501737,C40 H36 O8
7214407,C22 H28 N4 O6
2001733,C24 Cl2 H20 O2
7151906,C32 H40 N4 O8 Se2
4024608,C44 H62 I2 N4 O8
2012081,C48 F16 H20
7109420,C36 H34 O2
1503093,C52 H48 O2
4027003,B2 C50 H54 O2
7152305,C32 H40 O16
4508436,C24 Cl4 H16 N4
1513151,C36 Cl2 H22 N4 S2
4063072,C48 Fe4 H50 N2 O4
4025024,C56 H56 O16
2218666,C18 H24 O6
8102143,C30 H18 N2 O4
2230269,C44 H56 O2
7211802,C4 Cl12 H4
7052088,C48 H40 N16 O8
2001600,C38 H44 O6 S2
2239291,C28 F8 H16 O12
7150441,C56 H44 N4 O12
2002009,C40 H40 I6 P2
4024668,Br2 C32 H28 N2 O4 S4
2219137,C14 H28 N8 O6
4071446,C32 Cr2 H20 O12 S2
2211930,C20 Cl4 H20 O6
2201739,C20 H22 N6 O8
2220281,C28 H36 N12 O8
7219114,C48 H40 S8
4022101,C36 H30 N2 O4
7151250,C40 H48 N4 O4
7219584,C52 H48 N8 O4
1516189,C28 F4 H20 O8
7206441,C16 H36 N4
1520224,C44 H44 N8 O4 S2
4024914,Br2 C36 H42 O6
4020785,C40 H28 N4 O4
2018757,C22 H38 N2 O12
7202959,C20 H18 N2 O4
4026682,Br2 C44 H38 N4 O2
2007408,C36 H60 N4 O12
1542950,C44 F12 H44 I2 N6 O16 S4
7035053,Br4 C52 Cl4 H40
2234270,C32 Cl8 H16 N16
4112350,C48 H40 N8
7213522,C18 H24 N4 O8
7100695,C24 H12 O8 S4
7117163,C60 H36 N4
2013476,C16 H18 N6 O4
7106403,C44 H36 N4 O12
4025929,C34 H44 O6
4021816,C32 Cl2 H22 O2 Se2
2235620,C20 H16 N2 O2
4100665,C26 H44 O2
7150656,C44 H64 O12
1507464,C60 H44
7152714,C24 Cl4 H56 N4 O4
2015985,C48 Cl2 H50 O6
1507431,C24 H40 S8
7204908,C20 H36 O14
4069610,C32 Ge4 H44 Mo4 O16
4511395,C22 H22 N2 O4
7037107,C32 H32 N12
4500358,C38 H38 N2 O4
5000194,C8 H12 O4
4507990,C4 H4 O8
7203098,C8 H8 N4 O4
8100712,C18 H26 N2 O8
2200518,C48 Cl4 H36 O8
2236568,C28 H28 N20 S4
2015716,C8 H10 N6
2013642,C12 H28 O12
4066326,Au4 C56 H48 N4
2234438,C52 H48 O8
4112526,C36 Cl4 H36 O2
4024183,C40 H60 N4 S12
1518443,C24 H48 O24
7152532,C56 H60 N4
7203591,C36 H48 N4 O8
4020934,C32 H32 Se8
2007807,C34 H38 N2 O10
1507453,C60 H64 N2 O4 P2
7051167,C24 H32 N4
1517439,C36 H48 N4 O4
7153665,C24 Cl8 H28 I4 O12 S4
7111228,C40 H56
1507084,C17 H16 N2 O1
1519759,Br8 C44 H40 N8
2208309,C36 H52 N4 O12
4027251,C18 H22 N2 O6 S2
2224866,C40 H44 N4 O8
2205860,C12 Cu1 H10 N12
7226156,C36 H42 O10 P2
4077456,Bi2 C30 Co4 Fe2 H10 O20
2005515,C18 H36 N8 O10
4021877,C42 H40 N8 O12
4110146,C8 H16 N16 O16
2310126,C4 H12 O12
4074118,C30 H48 N12 Ni2
1507199,C40 H44 O14
2014846,C40 H40 N8
4029943,C28 H36 O6
7151765,C50 Cl2 H52 N2 O10
4076977,Br2 C32 H32 N4 Pd1
4121659,C40 H56 O8
4300659,C16 H24 I2 N6
2212165,Br4 C60 H44 O4
7153666,C20 Cl4 H20
2101393,C26 H22 N6 O2
2233286,C12 H22 N10 O8
4084331,C40 H48 N8 O20 S4 W4
7200981,C21 H28 N2 O6
1518434,C24 H48 O24
4085605,Br2 C36 H42 N8
7105954,C2 H12 N8 O6
2202141,C18 H32 O10
4330358,Ag4 C12 H8 N8
7053847,C44 F2 H44 N4
7117784,C44 H40 N4
1517357,Br2 C36 H34 O6
4028433,C30 H40 O6
2218701,C48 H40 N24
4066100,C44 H42 N2 Pt2 S2
7155084,C36 H48 N16 O20 S4
1508500,C12 H20 N12 O16
7152592,Br4 C44 H48 N4 O12 S4
1503644,C52 H44 N8 S4
4076780,B20 C30 Fe4 H40 O6 Se4
4081008,Br4 C36 H44 N8 O2 Pd2
7209118,Br2 C12 H32 N2
1008776,C2 H8 N4 O2
4069757,B2 C48 F12 H50 N4
2205831,C40 H44 N4 O16
7100912,C20 H18 O8
2207177,C24 H44 N4 O16
1511955,C56 H66 N2 O6
7206934,C28 Cl4 H20 N8
2215420,C16 Cl4 H16 N12
4021554,C54 H50 N6 O6
4305137,C50 H46 N6 O8
2221322,C16 H28 O20
4024498,C34 F2 H34 N8 O6 S2
2012807,C40 H52 O8
7151972,C28 H32 O16
1503462,C40 H32 O10
4509798,C17 H17 N3 O4
7219828,C32 H44 O14
1515000,C40 H28 N4
7154189,C28 H38 N2 O10 S2
2228677,C24 H44 N12 O8
2104132,C8 H16 O4
2200839,C20 H28
4025660,C48 F4 H52 N8 O4
2233492,C34 H36 N4 O6
2238295,C42 H42 N4 O2
2207979,C34 H52 N4
4111528,C46 H56 N4 O6
2101202,C40 H32 N16 O16
1516325,C36 H40 N4 O12 P4
2010820,C12 H18 N6 S6
7151496,C48 F20 H24 N4 O16
2233778,C18 H12 N4
2232648,C42 H42 N6 O6
7210916,C10 H24 N4 O6
7214898,Br6 C10 H18 O4
4114611,C32 H36
2019857,C54 H48 N4 O6
4020239,C14 Cl12 H10 O2 Sb2
2206144,C26 H20 O6
2218898,C20 Cl2 H18 O4
2228986,C40 H40 N16 S8
4024733,C46 H58 N6 O10
4074558,C52 Fe4 H36
4069441,C14 H32 N4 O2
1520636,C58 H64 N4 S4
4081088,C52 H48 N4
4021301,C60 Cl4 H40 N4 O4
1506702,C22 H24 O4 S4
2019634,Ag8 C24 H16 N32
7054190,C24 H32 N20 Zn2
1503069,C38 Cl2 H34 O2
2004966,C32 H34 N2 O8
4028278,C62 F10 H38 N4 O8
2237018,C18 H24 N4 O2
4029316,C18 F4 H34 N2 O6 S2
7219801,C52 F16 H28 N4
2000374,C26 H48 O6
2237155,C40 H48 O12
4028504,C42 H36 N4 O4
2206667,Br4 C20 H24 O4
1515090,Ag4 C16 H20 N8
2004810,C17 H22 N2 O2
4066629,C46 H18 N2 O18 Ru6
7029998,C28 H40 N12 S4
7154923,C34 H44 I2 N2 O10
2010186,C26 H46 N2 O10
2231034,C28 H36 N4 O4
4324444,C6 H20 N20 O4
4026307,C48 H40 O12
2224545,C32 H28 N4 O16
7152046,C38 H32 N4 O2
4022086,C40 F4 H36 N4 O12
4022467,C36 Cl2 H40 N4 O2 Pd1
1542284,C24 H52 In4 O12
1519961,C40 H56 N4 O12
1542684,C26 H20 N4 S2
4021339,B40 C20 H64
7202511,C20 H12 N2 O2
4028579,C36 H30 N6 O6 S6
1504903,C22 H34 N2 O10
2009608,C22 H24 N4 O4
4026461,C52 F2 H64 N2 O6
7225382,C8 Cl20 H4
4027999,C42 H44 O10
2010302,C4 Cl12 H12 Sn4
7210018,C32 H36 N12 O12
2235584,C26 H24 O6
4081861,B2 C26 H40 N2 O4
2240139,C36 H34 N2 O10
4504375,C16 H32 Mg4 O32
2214945,C20 H24 N4 O2
1542393,Br2 C40 H44 O14 P2
7223228,C8 H6 K2 O8
4022863,C48 F4 H60 O8 S4
7154989,B2 C42 H40 N2
8101174,C10 H16 N8 O6
7150793,C28 H24 N8 O6
2234540,C40 H36 N8 O16
4338286,B20 C20 H66 I2
2232130,C26 H18 N6 O10
7014250,C28 H16 N8 S4
7200727,C44 F16 H16 O8
7219429,C12 H28 N4 O8
7152130,C6 F1 H7 O3
4022657,C36 F4 H44 O10
2220722,C16 H20 N12 O8
2219531,C38 H32 N8 O16
7054606,C48 H42 N6 O4
2236196,C36 H52 O10
7152900,C40 H60 N4 O12
2200184,C24 H22 N6
2219013,C32 H32 N4
7218455,C36 H40 O12
7103926,C18 H32 N2 O4
2236830,C26 H40 N8
2218355,C48 H44 N4 O16
2100608,C32 H20
2201058,C20 H18 N4
7220041,C40 H32 N8 O12
2101061,C28 H24 N8 O12
2102960,C8 Cl8 H8 O8
1503615,C28 H50 N2 O8
7151651,C68 H52 N4 O12
7220287,C48 H42 O4
4084992,C36 H36 Na4 O16
4029637,C48 H36 N12
4074432,B2 C32 F8 Fe2 H42 N4 O4
4025411,Br2 C20 Cl4 H10 N4
7150980,C48 H52 O4
2011704,C16 H14 N2 O6
4022292,C48 H68 N4 O8
4027243,C48 H40 N8 O24
4024777,Br2 C22 H26 N4 O2
1507109,C28 H44 O8
4062297,C40 H50 Mg2 N2
4061653,C48 H60 Mo4 N4 O12
7150568,C24 H24 N8
2204958,C18 Cd3 H14 O16
7220579,C44 H32 N16 O12
4067757,C44 H80 N8 O4
4075276,C24 F12 H64 Ni2 O18 P8
4117975,C38 H38 N2 O2
4510572,C24 H24 N8 S4
4028966,C32 H42 N6 O4
4026217,B4 C24 F12 H52 N4
7213378,C20 H16 N8 O4
7212214,C20 H24 N2 O10
4071382,Br4 C32 H52 N8
4502585,C12 H16 N6 O6
1520479,C52 F12 H32 N4
4064304,C44 H60 N4 O4
1100244,C38 H46 N2 O2
7100259,C52 H36 N4 S4
7117273,C18 H18 I6
2203034,Br4 C28 H20 O8
2010145,C24 H30 I2 O12
7224328,C52 H42 N10 O6
1516423,C32 H26 O2
4315285,C10 H20 N20 O4
7151724,C32 H32 O4
7205666,C12 H16 N2 O12
1543661,C44 H40 N8 O16
4110556,C48 H56 O8
2229781,C42 H56 O6 S2
1508642,B4 C60 F8 H40 N4 O4 S4
2015449,C24 H24 N2 O2
2211941,C14 H12 N8 O8
7003175,C48 H54 O7 Si2
1513532,C32 H46 N2 O8 S2
2203187,C18 H16 O20 U2
1507742,C46 H52 O14
2212692,C24 H24 I8 S4
1508968,Br4 C64 H60 O8
1507182,C44 H44 N12 O8
4025572,C50 H38 N2 O6
2237362,C16 H16 N2 O4
4123181,B4 C4 H24 N4
7153297,C40 Cl4 H48 N4 O16
2236360,C20 H24 I2 N6
1543485,C16 H26 N14 O4
7153627,C52 H40 I4 N12 O4
1502284,Br2 C54 Cl6 H52 N4 O4
7219855,C36 H40 N8 O8
7150862,B2 C38 F4 H50 N4 O4
2017031,C32 H30 N6 O4
4060847,C38 H60 N4 S2 Si4 Ti2
4508226,C24 H24 O12
4506871,C42 Cl4 H32 O2
7208828,C16 H36 N8 O12
7108734,C24 F12 H36 O12
1516390,C20 H36 Li4 O8
2008994,C28 H56 O24
7003211,C8 Cs4 H12 O4
7205400,C8 Cl12 H12
7151999,C30 H38 O12 P2
2212111,C28 H32 N8 O12
7019820,C4 H8 N24 O8
2105109,C12 H28 N4 O12
4020616,C42 H50 N2 O2 S2
4029798,C42 H60 N8
7153086,C32 F4 H20 N4
2300009,C4 H16 N16 O8
4027398,C46 H40 N4 O4
1506928,C36 H48 N2 O6
4028623,Br2 C40 H52 N6 O12
7103922,C20 H32 N4 O8
2222874,C32 H36 I4 O8
2015486,C24 H16 S16
9011066,C28 H16 O4
4504973,C8 H20 N4 O8
4069140,C40 Ga8 H64
4504593,C4 Cl2 H10 N8
2018689,C32 H44 N4 O4
2201020,C26 H26 O2 P2
2011628,C20 H52 N8 O24
2011306,C32 H24 O12
2004440,C42 H60 O8
4120463,C18 H26 N2 O12
7226282,C75 H12 S8
1504225,C42 H46 N2 O8 S2
2223203,C28 H36 N4 O12
4030415,C44 H64 O16 S4
7151173,C42 H48 N4 O2
2213466,C16 H24 N24 O4
2300011,C4 H16 N16 O8
4024928,C40 H62 N4 O10 P2 S2
2017484,C46 H48 N6 O12
7153486,C32 Cl2 H36 N2 O4 S2
7218502,C26 H18 I8 N2
7101234,C16 H16 O8 Zn2
4069146,C40 H52 Mg2 O6
2216610,C32 H24 N16
1516154,Br2 C20 H18 O6
4115201,C48 H54 N2 O8
1503400,C46 H36 N4 O8
1504087,C52 H60 N4 O8
7219788,C52 F16 H28 N4
4023925,C36 H42 N2 O12
2227832,C12 H22 N4 O10
2233064,C20 H22 N6 O4
4029821,C34 H22 N4 O8
1542679,C68 H56 O12
2009019,C40 H52 O6
4029077,C38 H52 N4 O8
7102160,C44 H38 N6 O6
1503759,C52 H60 N4 O4
4060666,C72 H56
7205282,C40 F20 H12 N4
2217312,C28 H36 N2 O16
7150470,C44 H44 O4 Se4
7102655,C20 H20 O14
7152784,Br2 C36 H24 N2 O8
2238586,C44 H58 N2 O8
2226260,C16 H16 N16 O4
4112055,C44 Fe4 H40 N4
1505594,Br2 C56 H46 N4 O8
2236394,C28 H30 N10 O8
4510497,Ba2 C8 H16 O14
4063230,C50 H74 Ir4 N2
4029093,C50 H38 N10 O2
7105126,C32 H36 O8
7101564,C28 H36 N4 O12
7206867,C36 Cl4 H28 O16
7210229,C42 F8 H18 O4
7152072,C56 H60 N4 O16
1503827,C26 H24 N4 O16
2017792,C10 H16 N12 O2
2225617,C40 H44 N4 O16
2209169,C58 H36 O2
4077945,C42 H54 I2 N4 Ni2
4062227,C36 Cl2 H58 N2 O4 P2 Ru2
2001735,C24 H24 N4
2104783,C12 H28 N4 O8
4031100,Br2 C46 H30 O2
2203549,C44 Cl4 H36 N8
7111888,C42 H46 N2 O6
7155213,Br4 C48 H36 N16
2222758,C28 H24 N4 O4
2202094,C28 H66 P4 Pd2
7152740,C44 H64 O8
4078891,C48 H72 Zn6
7113018,C52 F12 H36 O12
2310125,C4 H12 O12
4025830,C40 Cl2 H46 N4
2200273,C38 H36 N4
2226197,C32 Cl4 H36 N8
7027128,C52 H56 Zr2
2204457,C44 H36 O16 Zn2
2239325,C20 H8 I4 O6
4118863,C44 H34 N2 O4
7224889,C24 H48 O24
1504143,Br4 C40 H28
4075979,C28 Cl4 Ga2 H56 N2 Si6
4503670,C32 H40 N12 O4
4021746,C44 H36 N4 O4
1505350,C48 Cl2 H38
2202374,C36 H60 N12
7214508,C12 H24 N8 O12
4030225,C28 H40 O8
4068045,Br4 C42 H58 N6 O4 Pd2 S4
7111220,C16 H16 O2 S4
1507744,C34 H44 O8
2223224,C12 Cl12 H8 N12
7225495,C60 H44 N4 O4
7112517,C6 H15 N3 O6
2201049,C18 H12 O2 S2
4332577,C8 H8 O16 Sr4
4024328,C32 H28 N12 O8
2219176,Br2 C20 H18 O10
4029505,C52 Cl8 H40 N8 O4
7207764,C16 H20 N8 O10
4020473,C38 H32 O4
2229458,C16 H24 O12 S8
4025808,C26 H40 O2
1504127,C60 Cl4 H60 O8
4030211,C32 H34 N2 O2
7214500,C12 H28 N8 O12
1506563,C26 H36 O6
2201025,C28 H40 N8 O8
4082503,C24 H46 P2 Se2
2222348,C24 H24 N4
4020731,C48 H42 N2 O8
7107085,C36 H16 O4 S4
4507089,C32 H32 N4 O16
2227385,C28 Cl4 H22 N2
4029061,C40 H44 O2
2214462,C28 H36 O8
4025035,C30 Cl2 H26 O8
4500431,C18 H18 N2 O6
7212769,C28 H16 O6
2100673,C4 H16 N4
2235810,C18 H16 O6
4124172,Br4 C36 H28 O8
2233072,Br8 C16 H12
4029825,C56 H60 N4 O12
4026922,C52 F12 H48 N4 O12 S4
2235699,C28 H20 N8
2211807,Br6 C24 H30
2235339,C10 H12 N4 O8
7153186,C36 H54 N2 O2 S2
2014265,C28 H32 N8 O8
1528657,C8 H48 N16 O16
7034617,C8 H14 N10 O2
2238313,Br8 C52 H24 O16
2223128,C24 H20 I8 N4
2010350,C28 H52 N4 O8
2010679,C48 Cl4 H36 N8
4506149,Br2 C16 H34 N4
2019921,C14 H10 N2 O4
1511802,C12 H32
4510939,C16 F2 H10
1518471,C32 H60 N8 O12
4501919,C24 H26 N4
2202357,B4 C20 H20 O16
2012758,C28 H28 N8 O4
4319947,C2 H18 N18
2205454,C36 H36 N4 O20
7154005,C34 H24 O6 S2
1542705,C38 H38 N2 O6
2019206,C44 H44 N8 O8
2215335,C22 H24 N8
4028022,C30 H40 O10
7107445,C24 H56 N16 O8
4509057,C56 Cl4 H36 N8
4000461,C40 H32 N8 S8
1514880,C20 H20 O8
1507425,C32 H30 Si2
4000459,C20 H16 N4 S2
1504155,C52 H32 N8 O8 S8
4062129,C44 H36 Mn2 N2 O8
7151214,C40 H30 I4 N2 O2
2222078,C16 H24 O8
4117094,C4 F4 H12 O8
2100168,C12 H20 N4 O4
7104547,C12 H14 I2 O6
7154795,C28 H26 I2 N4 O6
4067902,C26 F8 H14 N2
8100212,C20 H24 N4
2013804,C14 H14 N6 O4
7153314,C68 Cl4 F4 H40 N16
4110489,B44 C4 Cl44 H8
2220709,C28 Cl8 H20
7153660,C40 Cl8 H40
4025691,C12 H24 O8 S2
7100267,Br4 C20 H28 O8
4060844,C48 Cl12 H48 P4 Ti4
7016137,C32 H56 P4
4079166,C42 H46 I2 N8 Pt2
7051845,C20 H20 N4 O6
2101889,C48 H40 N8
2200734,C8 H16 N8 O8
7220020,C48 Cl24 H24
7154984,Br2 C50 Cl6 H44 O16
2216868,C16 H12 N16
2235597,C48 H40 N8 O4
4109054,C36 H36 O12
2202343,C22 H20 O10
8100648,C26 H36 O8
7216497,C32 H24 N4 O8
8102005,C28 H30 N6 O6
1504876,C52 H72 O4
2201096,C24 H28 N12 O12
2215041,C34 H46 N10 O16
2105849,C12 H28 N4 O8
7210454,C28 H24 O8
1518238,C44 H56 O8
4074004,C42 Cl2 H42 O6 Si2
4021438,Br2 C30 H18 N4 O2
4024037,C48 H52 N12 O8
4104445,C40 H32 O12
7051496,Br4 C10 H10 N2
4028175,C36 F8 H24 N8 O8
7153802,C42 H38 N2 O6
7152126,C12 F2 H14 O6
7154587,C44 H36 N4 O16
7111222,C40 H56 O4 S8
2226802,C8 H10 N6 S2
4313586,B24 C22 H56 S4
1516523,C30 H36 N4 O4
7206221,Br8 C20 H20 N12
1502903,Br4 C48 H48 N4 O12 S4
2233756,C52 H40 N4 O8
2205468,C56 H48 O8
7150076,Br2 C36 H34 O2 Ti2
4071515,C42 H62 I4 N6 O2 Pd2
4339455,C18 H18 In6 O36
7150415,C20 H40 N4 O6
2103497,C8 H12 N4
2221417,C28 H28 N12 O24
2018420,C4 H40 N8 O20
7151569,C36 H42 N2 O8
7109725,C40 H36 N4 O8
4022442,C12 H28 N12 O16 S4
4503807,C56 H32 O16
1504887,C54 H70 N2 O6
2015520,C38 H38 N6 O4
7111863,C36 H44 N4 O6
1513077,C44 H52 O14
4077821,C20 F8 H10 Mn2 O4
2008704,C22 H48 N4 O8
4505259,C44 H32 N16 O4
4031907,C28 H46 O8 P2
7225638,C24 H44 N4 O32
1507217,C44 H32 N12 O20
4026862,C46 Cl2 H50 O8
4020129,C68 H60 N4 O4
4021202,C40 H36 N4 O4 S2
1506562,C34 H36 N4 O10
4071996,B4 Br4 C40 H24
2203241,C16 H16 N4 O2
2100136,C40 H56 N4 O12
2014143,C48 H52 N8 O4
2209592,C32 H44 N4 O16
1503964,C42 H42 S2
4341214,C12 H24 N8 O16
4502874,C46 H54 Si2
4028239,B1 C29 H33 N1 O2 P1
1501810,C34 H44 O8
4025721,C16 H26 I4 N2 O2
2236860,C32 H44 N12 O16
2210569,C42 H36 N4 O4
4027571,C26 H44 N2 O10 P2
2213292,C18 H12 Se12
1516386,C12 H20 Li4 O8
1507339,C20 H40 O12
7222506,C12 H20 N20 O4
7154622,Br2 C38 Cl2 H30 N2 O8
4069463,C54 Cl14 Fe2 H50 N4 O4 P2 Pd1
